list_id,ad_id,tieu_de,hang_xe,loai_xe,dung_tich,nam_san_xuat,tinh_trang,gia_vnd,gia_trieu,khu_vuc,quan_huyen,nguoi_ban,so_da_ban,dang_lon,km_da_di,ngay_dang,co_video,url
131061275,174527108,XE ĐIỆN GẤP GỌN BẠN UỐNG TÔI LÁY,Brand_34,Xe phân khối lớn,,2025,Đã sử dụng,12000000,12.0,TP Hồ Chí Minh,Quận Gò Vấp,LÊ HOÀNG CHƯƠNG,0,2,10000,1 phút trước,False,https://xe.chotot.com/mua-ban-xe-may/131061275
131023091,174483364,Honda Lead 2009 Đỏ Đã sử dụng,Honda,Tay ga,100 - 175cc,2009,Đã sử dụng,9000000,9.0,TP Hồ Chí Minh,Quận Tân Phú,Quan Vo,1,1,11000,18 phút trước,False,https://xe.chotot.com/mua-ban-xe-may/131023091
130049239,173360735,Honda Vario 125cc 2021 Đen,Honda,Tay ga,100 - 175cc,2021,Đã sử dụng,32500000,32.5,Đồng Nai,Huyện Trảng Bom,u kiều,137,53,20000,2 giờ trước,False,https://xe.chotot.com/mua-ban-xe-may/130049239
130981117,174434419,Honda Vision 2015,Honda,Tay ga,100 - 175cc,2017,Đã sử dụng,18300000,18.3,Đồng Nai,Huyện Trảng Bom,u kiều,137,53,25000,2 giờ trước,False,https://xe.chotot.com/mua-ban-xe-may/130981117
130301619,173650908,Honda Wave S 110cc 2011 Đỏ,Honda,Xe số,100 - 175cc,2011,Đã sử dụng,9200000,9.2,Đồng Nai,Huyện Trảng Bom,u kiều,137,53,38000,2 giờ trước,False,https://xe.chotot.com/mua-ban-xe-may/130301619
130462816,173835473,Yamaha Exciter 135cc Đỏ,Yamaha,Xe côn tay,100 - 175cc,2015,Đã sử dụng,15000000,15.0,Đồng Nai,Huyện Trảng Bom,u kiều,137,53,35000,2 giờ trước,False,https://xe.chotot.com/mua-ban-xe-may/130462816
131074823,174542794,Yamaha Exciter 150cc 2019 Xanh,Yamaha,Xe số,100 - 175cc,2019,Đã sử dụng,21900000,21.9,Đồng Nai,Huyện Trảng Bom,u kiều,137,53,25000,2 giờ trước,False,https://xe.chotot.com/mua-ban-xe-may/131074823
130077856,173393595,HONDA WS 100,Honda,Xe số,100 - 175cc,2007,Đã sử dụng,11800000,11.8,Vĩnh Long,Huyện Trà Ôn,Cửa hàng xe Phương Linh,331,16,23000,2 giờ trước,False,https://xe.chotot.com/mua-ban-xe-may/130077856
130923921,174367712,Honda Wave 2021 màu Xanh,Honda,Xe số,100 - 175cc,2021,Đã sử dụng,14300000,14.3,Đồng Nai,Huyện Trảng Bom,u kiều,137,53,25000,2 giờ trước,False,https://xe.chotot.com/mua-ban-xe-may/130923921
130077903,173393659,HONDA WS110,Honda,Xe số,100 - 175cc,2015,Đã sử dụng,10500000,10.5,Vĩnh Long,Huyện Trà Ôn,Cửa hàng xe Phương Linh,331,16,23000,2 giờ trước,False,https://xe.chotot.com/mua-ban-xe-may/130077903
130541606,173925433,Honda sh mode 2015,Honda,Tay ga,100 - 175cc,2015,Đã sử dụng,31500000,31.5,Đồng Nai,Huyện Trảng Bom,u kiều,137,53,33000,3 giờ trước,False,https://xe.chotot.com/mua-ban-xe-may/130541606
130301261,173650525,Yamaha Exciter MXKing 2021 Đen vàng,Yamaha,Xe côn tay,100 - 175cc,2021,Đã sử dụng,26500000,26.5,Đồng Nai,Huyện Trảng Bom,u kiều,137,53,18000,3 giờ trước,False,https://xe.chotot.com/mua-ban-xe-may/130301261
130229322,173568218,yamaha Jupiter 2017,Yamaha,Xe số,100 - 175cc,2017,Đã sử dụng,11500000,11.5,Đồng Nai,Huyện Trảng Bom,u kiều,137,53,35000,3 giờ trước,False,https://xe.chotot.com/mua-ban-xe-may/130229322
130168345,173498140,Honda Future,Honda,Xe số,100 - 175cc,2023,Đã sử dụng,27900000,27.9,Đồng Nai,Huyện Trảng Bom,u kiều,137,53,11000,3 giờ trước,False,https://xe.chotot.com/mua-ban-xe-may/130168345
130923848,174367636,Honda Future 2023 Trắng,Honda,Tay ga,100 - 175cc,2023,Đã sử dụng,29000000,29.0,Đồng Nai,Huyện Trảng Bom,u kiều,137,53,14000,3 giờ trước,False,https://xe.chotot.com/mua-ban-xe-may/130923848
130521912,173903057,Yamaha Exciter 2022 150cc Xanh,Yamaha,Xe số,100 - 175cc,2022,Đã sử dụng,27500000,27.5,Đồng Nai,Huyện Trảng Bom,u kiều,137,53,25000,3 giờ trước,False,https://xe.chotot.com/mua-ban-xe-may/130521912
131096451,174568181,Yamaha Janus 2016 Trắng,Yamaha,Tay ga,100 - 175cc,2016,Đã sử dụng,11500000,11.5,TP Hồ Chí Minh,Quận Gò Vấp,Trần Khánh,6,1,48000,3 giờ trước,False,https://xe.chotot.com/mua-ban-xe-may/131096451
130055850,173368399,Honda Winner V1 2017 Cam đen,Honda,Xe côn tay,100 - 175cc,2017,Đã sử dụng,16800000,16.8,Đồng Nai,Huyện Trảng Bom,u kiều,137,53,25000,4 giờ trước,False,https://xe.chotot.com/mua-ban-xe-may/130055850
130485452,173859574,Xe angel hi bstp có giấy,Honda,Xe số,Dưới 50cc,1997,Đã sử dụng,2500000,2.5,TP Hồ Chí Minh,Quận 3,công chúa bông bóng,174,1,52000,4 giờ trước,False,https://xe.chotot.com/mua-ban-xe-may/130485452
131096433,174568223,rxs trắng đen đỏ,Honda,Xe số,100 - 175cc,2022,Đã sử dụng,8000000,8.0,TP Hồ Chí Minh,Quận 7,sống về đêm,1,1,72222,4 giờ trước,False,https://xe.chotot.com/mua-ban-xe-may/131096433
130459508,173831722,Honda Vario 2022 125cc Xám đen,Honda,Tay ga,100 - 175cc,2022,Đã sử dụng,32500000,32.5,Đồng Nai,Huyện Trảng Bom,u kiều,137,53,21900,4 giờ trước,False,https://xe.chotot.com/mua-ban-xe-may/130459508
130847169,174277345,Honda Winner V1 2018 Đen,Honda,Xe côn tay,100 - 175cc,2018,Đã sử dụng,16800000,16.8,Đồng Nai,Huyện Trảng Bom,u kiều,137,53,35000,4 giờ trước,False,https://xe.chotot.com/mua-ban-xe-may/130847169
130667484,174066393,Bán xe Kawasaki Z300,Brand_17,Xe côn tay,175 - 300cc,2017,Đã sử dụng,56000000,56.0,TP Hồ Chí Minh,Thành phố Dĩ An,Cô Út Miền Tây,69,3,40000,4 giờ trước,False,https://xe.chotot.com/mua-ban-xe-may/130667484
130358595,173716162,Yamaha Exciter 155 2021 Xám,Yamaha,Xe côn tay,100 - 175cc,2021,Đã sử dụng,26500000,26.5,Đồng Nai,Huyện Trảng Bom,u kiều,137,53,32000,4 giờ trước,False,https://xe.chotot.com/mua-ban-xe-may/130358595
130934105,174377476,Honda Vision 2025 Đặc biệt Xám đen,Honda,Tay ga,100 - 175cc,2025,Đã sử dụng,34000000,34.0,TP Hồ Chí Minh,Thành phố Dĩ An,Cô Út Miền Tây,69,3,2500,4 giờ trước,False,https://xe.chotot.com/mua-ban-xe-may/130934105
131096323,174568067,Bán xe AB thái fi  đời 2009 BSTP chính chủ ký,Honda,Tay ga,100 - 175cc,2009,Đã sử dụng,32000000,32.0,TP Hồ Chí Minh,Quận 10,Lâm Tuấn Huy,3,14,24000,4 giờ trước,False,https://xe.chotot.com/mua-ban-xe-may/131096323
130933961,174379309,Honda SH Mode màu Đỏ,Honda,Tay ga,100 - 175cc,2020,Đã sử dụng,37000000,37.0,TP Hà Nội,Quận Thanh Xuân,Diệu Linh,0,1,39000,4 giờ trước,False,https://xe.chotot.com/mua-ban-xe-may/130933961
130369415,173728487,Honda Sonic 2021 Đỏ trắng,Honda,Xe côn tay,100 - 175cc,2021,Đã sử dụng,25500000,25.5,Đồng Nai,Huyện Trảng Bom,u kiều,137,53,25000,4 giờ trước,False,https://xe.chotot.com/mua-ban-xe-may/130369415
131081505,174550661,Honda Vario 150cc 2019 Trắng,Honda,Tay ga,100 - 175cc,2019,Đã sử dụng,35000000,35.0,Đồng Nai,Huyện Trảng Bom,u kiều,137,53,25000,4 giờ trước,False,https://xe.chotot.com/mua-ban-xe-may/131081505
131096247,174567953,Air Blade 2010Fi Trắng BSTP Giá Chỉ 13tr800,Honda,Tay ga,100 - 175cc,2010,Đã sử dụng,13800000,13.8,TP Hồ Chí Minh,Quận 12,XE MÁY ANH DUY ,294,3,123456,5 giờ trước,False,https://xe.chotot.com/mua-ban-xe-may/131096247
130204437,173539397,Satria 2022,SYM,Xe côn tay,100 - 175cc,2022,Đã sử dụng,25900000,25.9,Đồng Nai,Huyện Trảng Bom,u kiều,137,53,18000,5 giờ trước,False,https://xe.chotot.com/mua-ban-xe-may/130204437
131034984,174497021,Vespa 2023 50cc Trắng Đã sử dụng,Brand_63,Tay ga,Dưới 50cc,2023,Đã sử dụng,13500000,13.5,Đồng Nai,Huyện Trảng Bom,u kiều,137,53,20000,5 giờ trước,False,https://xe.chotot.com/mua-ban-xe-may/131034984
131096190,174567873,Dream thái úp super dream bstp 9 chủ,Honda,Xe số,100 - 175cc,2021,Đã sử dụng,23000000,23.0,TP Hồ Chí Minh,Quận Tân Phú,thiện,5,1,18000,5 giờ trước,False,https://xe.chotot.com/mua-ban-xe-may/131096190
130390447,173752802,Yamaha Exciter 155cc 2022,Yamaha,Xe côn tay,100 - 175cc,2022,Đã sử dụng,27900000,27.9,Đồng Nai,Huyện Trảng Bom,u kiều,137,53,22000,5 giờ trước,False,https://xe.chotot.com/mua-ban-xe-may/130390447
130748337,174159934,Honda Dream 1995 Đen Trắng,Honda,Xe số,,1995,Đã sử dụng,12500000,12.5,TP Hồ Chí Minh,Quận Tân Phú,Tuanduy,10668,360,10,5 giờ trước,True,https://xe.chotot.com/mua-ban-xe-may/130748337
131096099,174567743,Yamaha Exciter màu Bạc,Yamaha,Xe số,100 - 175cc,2010,Đã sử dụng,56500000,56.5,TP Hồ Chí Minh,Quận 11,Ku Hý,0,1,5000,5 giờ trước,False,https://xe.chotot.com/mua-ban-xe-may/131096099
130112611,173433807,Yamaha Sirius 2018 Đen,Yamaha,Xe số,100 - 175cc,2018,Đã sử dụng,11800000,11.8,Đồng Nai,Huyện Trảng Bom,u kiều,137,53,30000,5 giờ trước,False,https://xe.chotot.com/mua-ban-xe-may/130112611
129864909,173147669,Honda Lead FI 2012 Trắng Đã qua sử dụng,Honda,Tay ga,,2012,Đã sử dụng,11000000,11.0,TP Hồ Chí Minh,Quận Tân Phú,Tuanduy,10668,360,10,5 giờ trước,False,https://xe.chotot.com/mua-ban-xe-may/129864909
131096048,174567684,Honda Winner X V2 ABS 2020 Đen 24.300 km,Honda,Xe côn tay,,2020,Đã sử dụng,21000000,21.0,TP Hồ Chí Minh,Quận 7,Thu,6,1,24300,5 giờ trước,True,https://xe.chotot.com/mua-ban-xe-may/131096048
130582274,173971900,Honda Wave RSX 2014 Đen,Honda,Xe số,100 - 175cc,2014,Đã sử dụng,10800000,10.8,Đồng Nai,Huyện Trảng Bom,u kiều,137,53,35000,5 giờ trước,False,https://xe.chotot.com/mua-ban-xe-may/130582274
131043756,174507229,Air Blade 125 Đen Đỏ. Biển TPHCM 9C. Bao rút HS,Honda,Tay ga,,2018,Đã sử dụng,25800000,25.8,TP Hồ Chí Minh,Quận 8,ngọc 166,0,2,25000,5 giờ trước,False,https://xe.chotot.com/mua-ban-xe-may/131043756
130195073,173528702,honda dylan 150 cc2006 msys êm chưa bung ngay chủ,Honda,Tay ga,100 - 175cc,2006,Đã sử dụng,12200000,12.2,TP Hồ Chí Minh,Quận 3,Phạm thanh Trí ,986,6,39136,5 giờ trước,True,https://xe.chotot.com/mua-ban-xe-may/130195073
130869126,174302676,Honda Vision 2016 Đỏ đã sử dụng,Honda,Tay ga,,2016,Đã sử dụng,17500000,17.5,TP Hồ Chí Minh,Quận Tân Phú,Tuanduy,10668,360,10,5 giờ trước,False,https://xe.chotot.com/mua-ban-xe-may/130869126
131096014,174567634,Sirius 50cc úp 54 redleo,Yamaha,Xe số,Dưới 50cc,2017,Đã sử dụng,9000000,9.0,Đắk Lắk,Huyện Ea H'leo,Lê Truyền,0,1,10000,5 giờ trước,True,https://xe.chotot.com/mua-ban-xe-may/131096014
131096013,174567632,Honda SH 150i 2016 Đỏ,Honda,Tay ga,100 - 175cc,2016,Đã sử dụng,42000000,42.0,Khánh Hòa,Thành phố Nha Trang,Lê Minh Tuấn,0,1,120000,5 giờ trước,False,https://xe.chotot.com/mua-ban-xe-may/131096013
131095993,174567601,Honda Future 2024 Xanh 5000 km,Honda,Xe số,100 - 175cc,2024,Đã sử dụng,30500000,30.5,Vĩnh Long,Thành phố Trà Vinh,Minh Mẫn,3,1,5600,5 giờ trước,False,https://xe.chotot.com/mua-ban-xe-may/131095993
130884842,174321890,Yamaha Exciter 135cc 2014 Đen,Yamaha,Xe côn tay,100 - 175cc,2014,Đã sử dụng,19000000,19.0,Đồng Nai,Huyện Trảng Bom,u kiều,137,53,36000,5 giờ trước,False,https://xe.chotot.com/mua-ban-xe-may/130884842
130820148,174245101,Honda Sonic 150R Đỏ trắng đen T11/2020 zin cọp,Honda,Xe côn tay,100 - 175cc,2020,Đã sử dụng,26200000,26.2,TP Hồ Chí Minh,Quận 3,Phạm thanh Trí ,986,6,26139,5 giờ trước,True,https://xe.chotot.com/mua-ban-xe-may/130820148
130084311,173400066,Piaggio Liberty 2012 mới 90% biển số thành phố,Vespa / Piaggio,Tay ga,,2012,Đã sử dụng,9500000,9.5,TP Hồ Chí Minh,Quận Tân Phú,Tuanduy,10668,360,10,5 giờ trước,True,https://xe.chotot.com/mua-ban-xe-may/130084311
131095938,174567521,Honda Winner X 2020 Đen 11000 km,Honda,Xe côn tay,100 - 175cc,2020,Đã sử dụng,21500000,21.5,Đồng Nai,Thành phố Biên Hòa,Phương nguyễn ,0,33,11000,5 giờ trước,False,https://xe.chotot.com/mua-ban-xe-may/131095938
131095927,174567514,"Lên cc, bán R15V3 2019",Yamaha,Xe côn tay,100 - 175cc,2019,Đã sử dụng,35500000,35.5,TP Đà Nẵng,Quận Sơn Trà,Mr. Vu,1,1,18000,5 giờ trước,False,https://xe.chotot.com/mua-ban-xe-may/131095927
131095926,174567511,Honda Wave S Đen bạc,Honda,Xe số,100 - 175cc,2015,Đã sử dụng,5200000,5.2,TP Hà Nội,Quận Nam Từ Liêm,Minh Minh,0,29,13000,5 giờ trước,False,https://xe.chotot.com/mua-ban-xe-may/131095926
131095924,174567505,🌈🌈Sprint 125.Xám LamBo Siêu Đẹp.Máy Zin Siêu Êm,Vespa / Piaggio,Tay ga,,2016,Đã sử dụng,33500000,33.5,TP Hồ Chí Minh,Quận Gò Vấp,VESPA ĐỨC NGUYỄN ,130,52,0,5 giờ trước,False,https://xe.chotot.com/mua-ban-xe-may/131095924
131095912,174567460,Honda SH Mode Trắng,Honda,Tay ga,,2019,Đã sử dụng,36500000,36.5,TP Hồ Chí Minh,Quận 12,Trung,9,1,60000,6 giờ trước,False,https://xe.chotot.com/mua-ban-xe-may/131095912
131095911,174567487,Honda Vision 2025 Bản đặc biệt Đen,Honda,Tay ga,100 - 175cc,2025,Đã sử dụng,33500000,33.5,Đồng Nai,Thành phố Biên Hòa,Phương nguyễn ,0,33,4700,6 giờ trước,False,https://xe.chotot.com/mua-ban-xe-may/131095911
131095908,174567488,Yamaha Nouvo Đỏ đen,Yamaha,Tay ga,,2012,Đã sử dụng,2800000,2.8,TP Hà Nội,Quận Nam Từ Liêm,Minh Minh,0,29,21000,6 giờ trước,False,https://xe.chotot.com/mua-ban-xe-may/131095908
131095906,174567483,🌈🌈Vespa 125.Đen Nhám Sposty Kiểng Nhẹ Siêu Đẹp,Vespa / Piaggio,Tay ga,,2015,Đã sử dụng,24500000,24.5,TP Hồ Chí Minh,Quận Gò Vấp,VESPA ĐỨC NGUYỄN ,130,52,23,6 giờ trước,False,https://xe.chotot.com/mua-ban-xe-may/131095906
130924086,174367883,Honda Vision 2018 Trắng,Honda,Tay ga,100 - 175cc,2018,Đã sử dụng,19800000,19.8,Đồng Nai,Huyện Trảng Bom,u kiều,137,53,32000,6 giờ trước,False,https://xe.chotot.com/mua-ban-xe-may/130924086
131095890,174567467,"cần bán Husqvarna Vitpilen401, có giao lưu.",Brand_43,Xe côn tay,175 - 300cc,2022,Đã sử dụng,83000000,83.0,TP Hồ Chí Minh,Quận 6,huynh thiên minh trị,193,8,7500,6 giờ trước,True,https://xe.chotot.com/mua-ban-xe-may/131095890
131095886,174567458,🌈🌈Vespa 125.Trắng Đen Sposty Siêu Keng.Up Nồi IGET,Vespa / Piaggio,Tay ga,,2015,Đã sử dụng,26500000,26.5,TP Hồ Chí Minh,Quận Gò Vấp,VESPA ĐỨC NGUYỄN ,130,52,22,6 giờ trước,False,https://xe.chotot.com/mua-ban-xe-may/131095886
130998517,174454554,Suzuki Satria 2020 Đen đã dùng,SYM,Xe côn tay,,2019,Đã sử dụng,17000000,17.0,TP Hồ Chí Minh,Quận Tân Phú,Tuanduy,10668,360,10,6 giờ trước,True,https://xe.chotot.com/mua-ban-xe-may/130998517
131095873,174567440,Honda Lead 2024 Xám,Honda,Tay ga,100 - 175cc,2024,Đã sử dụng,38500000,38.5,Đồng Nai,Thành phố Biên Hòa,Phương nguyễn ,0,33,12345,6 giờ trước,False,https://xe.chotot.com/mua-ban-xe-may/131095873
131095872,174567444,"Bán SH 2015 Chính Chủ.Hoàn Kiếm.Đi Ít,Như Mới",Honda,Xe số,,2015,Đã sử dụng,47000000,47.0,TP Hà Nội,Quận Đống Đa,Trần Quốc Đạt,7,1,40000,6 giờ trước,False,https://xe.chotot.com/mua-ban-xe-may/131095872
126097181,168791474,🇨🇮🇨🇮Sprint 125cc.ABS Đen Bóng Siêu Keng.Máy Zin Êm,Vespa / Piaggio,Tay ga,100 - 175cc,2020,Đã sử dụng,51500000,51.5,TP Hồ Chí Minh,Quận Gò Vấp,VESPA ĐỨC NGUYỄN ,130,52,24,6 giờ trước,False,https://xe.chotot.com/mua-ban-xe-may/126097181
128783111,171884833,✅✅Satria 150cc.Máy Zin Nguyên Bản.Siêu Êm Cực Chất,SYM,Tay ga,100 - 175cc,2020,Đã sử dụng,21500000,21.5,TP Hồ Chí Minh,Quận Gò Vấp,VESPA ĐỨC NGUYỄN ,130,52,25,6 giờ trước,False,https://xe.chotot.com/mua-ban-xe-may/128783111
131095823,174567378,[GÓP DC GIỮ CAVET] Vision 2019 Đỏ Smartkey - BS 62,Honda,Tay ga,,2019,Đã sử dụng,20800000,20.8,TP Hồ Chí Minh,Quận 12,Bùi văn hiếu,1345,58,23000,6 giờ trước,True,https://xe.chotot.com/mua-ban-xe-may/131095823
130821581,174246851,Honda Vision 2022 Xanh đen,Honda,Tay ga,100 - 175cc,2022,Đã sử dụng,25000000,25.0,Đồng Nai,Huyện Trảng Bom,u kiều,137,53,20000,6 giờ trước,False,https://xe.chotot.com/mua-ban-xe-may/130821581
131095809,174567328,Honda SH125 2019 Đỏ,Honda,Tay ga,,2019,Đã sử dụng,55000000,55.0,TP Đà Nẵng,Quận Cẩm Lệ,Chung Lê,0,1,500000,6 giờ trước,True,https://xe.chotot.com/mua-ban-xe-may/131095809
130503570,173881356,GPX Legends 150cc 2020 Xám,Brand_38,Xe côn tay,100 - 175cc,2020,Đã sử dụng,24000000,24.0,TP Hồ Chí Minh,Quận Tân Phú,Tuanduy,10668,360,10,6 giờ trước,False,https://xe.chotot.com/mua-ban-xe-may/130503570
130368677,173727304,CUBTOM H1125-3 2007 Đen hqcn,Honda,Xe côn tay,100 - 175cc,2007,Đã sử dụng,18000000,18.0,An Giang,Thành phố Rạch Giá,Tân,115,2,500000,6 giờ trước,False,https://xe.chotot.com/mua-ban-xe-may/130368677
130380181,173740975,"🔥Ab 125_2019 Khóa Smakey Đen Bạc,Bstp,1 đời Chủ",Honda,Tay ga,100 - 175cc,2019,Đã sử dụng,29500000,29.5,TP Hồ Chí Minh,Quận Tân Bình,Chú Út ,10,3,20000,6 giờ trước,False,https://xe.chotot.com/mua-ban-xe-may/130380181
131014443,174473274,Honda SH Mode 2017 Xanh ngọc,Honda,Tay ga,100 - 175cc,2017,Đã sử dụng,36800000,36.8,Đồng Nai,Huyện Trảng Bom,u kiều,137,53,35000,6 giờ trước,False,https://xe.chotot.com/mua-ban-xe-may/131014443
130661641,174062128,Honda Vision 2022 Xanh 28000 km,Honda,Tay ga,100 - 175cc,2022,Đã sử dụng,31000000,31.0,TP Hồ Chí Minh,Quận Gò Vấp,iMotorbike Viet Nam,34,84,28000,6 giờ trước,False,https://xe.chotot.com/mua-ban-xe-may/130661641
129865356,173148612,Honda Vision 2014 Xanh Đã qua sử dụng,Honda,Tay ga,,2014,Đã sử dụng,12500000,12.5,TP Hồ Chí Minh,Quận Tân Phú,Tuanduy,10668,360,10,6 giờ trước,False,https://xe.chotot.com/mua-ban-xe-may/129865356
131095661,174567165,Honda Wave RSX 110cc 2010 Đen,Honda,Xe số,100 - 175cc,2010,Đã sử dụng,7500000,7.5,TP Hồ Chí Minh,Quận Gò Vấp,Nam Trương,1,1,56789,6 giờ trước,False,https://xe.chotot.com/mua-ban-xe-may/131095661
131095660,174567166,Air Blade Smartkey Đẹp và nguyên bản HN,Honda,Tay ga,100 - 175cc,2019,Đã sử dụng,26500000,26.5,TP Hà Nội,Quận Ba Đình,Xe Máy Nam Thi,1993,51,20000,6 giờ trước,False,https://xe.chotot.com/mua-ban-xe-may/131095660
130742224,174154087,EX 2010 XUỐNG ÁO FULL ĐỒ Real BSTP 9 CHỦ,Yamaha,Xe côn tay,100 - 175cc,2015,Đã sử dụng,27800000,27.8,TP Hồ Chí Minh,Quận 7,Chuyên bán xe đẹp zin keng 9 chủ,34,3,8,6 giờ trước,False,https://xe.chotot.com/mua-ban-xe-may/130742224
131081890,174551123,GPX 150 Nhập Thái Lan Bstp 1 chủ Chạy,Brand_38,Xe côn tay,100 - 175cc,2019,Đã sử dụng,23000000,23.0,TP Hồ Chí Minh,Quận 12,Bi,468,8,22,6 giờ trước,False,https://xe.chotot.com/mua-ban-xe-may/131081890
130229452,173568356,Vision 2013,Honda,Tay ga,100 - 175cc,2013,Đã sử dụng,12300000,12.3,Đồng Nai,Huyện Trảng Bom,u kiều,137,53,35000,6 giờ trước,False,https://xe.chotot.com/mua-ban-xe-may/130229452
130536522,173919681,Honda SH mode 2020 Trắng 25200 km,Honda,Tay ga,,2020,Đã sử dụng,50500000,50.5,TP Hồ Chí Minh,Quận Gò Vấp,iMotorbike Viet Nam,34,84,25200,6 giờ trước,False,https://xe.chotot.com/mua-ban-xe-may/130536522
130522316,173903141,Honda blade 2012 mới 90% biển số thành phố,Honda,Tay ga,,2012,Đã sử dụng,12500000,12.5,TP Hồ Chí Minh,Quận Tân Phú,Tuanduy,10668,360,10,6 giờ trước,False,https://xe.chotot.com/mua-ban-xe-may/130522316
131093744,174562108,Honda Sonic 150 2024 Đỏ 12300 km,Honda,Xe côn tay,100 - 175cc,2024,Đã sử dụng,23000000,23.0,Vĩnh Long,Huyện Vũng Liêm,nghia huynh,0,2,12300,6 giờ trước,True,https://xe.chotot.com/mua-ban-xe-may/131093744
130862654,174295716,Bán janus chính chủ,Yamaha,Tay ga,100 - 175cc,2017,Đã sử dụng,12800000,12.8,Vĩnh Long,Thành phố Bến Tre,Nguyễn Phi Kiển Phong,1,3,20000,6 giờ trước,False,https://xe.chotot.com/mua-ban-xe-may/130862654
131095604,174567085,Honda PCX125 2013 Đen nội thất đỏ 29D,Honda,Tay ga,100 - 175cc,2013,Đã sử dụng,17500000,17.5,TP Hà Nội,Quận Ba Đình,Xe Máy Nam Thi,1993,51,35000,6 giờ trước,False,https://xe.chotot.com/mua-ban-xe-may/131095604
131095582,174567061,Honda Vision Sporty 2022 Vip 29G1-991.79,Honda,Tay ga,100 - 175cc,2022,Đã sử dụng,30800000,30.8,TP Hà Nội,Quận Ba Đình,Xe Máy Nam Thi,1993,51,12000,6 giờ trước,False,https://xe.chotot.com/mua-ban-xe-may/131095582
131095558,174567037,"Honda Cub 82 50cc Đen, Trắng",Honda,Xe số,Dưới 50cc,1982,Đã sử dụng,20000000,20.0,TP Hồ Chí Minh,Quận 7,Đào Hồng Phúc,1,1,85000,6 giờ trước,False,https://xe.chotot.com/mua-ban-xe-may/131095558
129990825,173293431,Stylo Abs,Honda,Tay ga,,2025,Đã sử dụng,170000000,170.0,TP Hồ Chí Minh,Quận Tân Phú,Huỳnh Đỗ Minh Nhật,0,1,1000,6 giờ trước,False,https://xe.chotot.com/mua-ban-xe-may/129990825
131091813,174562615,Scoopy 2023 lướt 9 chủ bstp,Honda,Tay ga,100 - 175cc,2023,Đã sử dụng,32800000,32.8,TP Hồ Chí Minh,Quận 7,Chuyên bán xe đẹp zin keng 9 chủ,34,3,16,6 giờ trước,False,https://xe.chotot.com/mua-ban-xe-may/131091813
131054736,174519795,Honda Airblade 2016 Xanh bạc,Honda,Tay ga,100 - 175cc,2016,Đã sử dụng,23500000,23.5,Đồng Nai,Huyện Trảng Bom,u kiều,137,53,23000,6 giờ trước,False,https://xe.chotot.com/mua-ban-xe-may/131054736
130904592,174345138,Honda Vario 150 2020 Xanh đen máy zin 9 chủ,Honda,Tay ga,100 - 175cc,2020,Đã sử dụng,34000000,34.0,TP Hồ Chí Minh,Quận Gò Vấp,CHXM 86 chuyên bán xe trả góp,455,35,23695,6 giờ trước,False,https://xe.chotot.com/mua-ban-xe-may/130904592
130730797,174141018,HONDA PCX 125 – ĐỜI 2014 – BIỂN SỐ TP – CHÍNH CHỦ,Honda,Tay ga,100 - 175cc,2019,Đã sử dụng,29500000,29.5,TP Hồ Chí Minh,Quận Gò Vấp,iMotorbike Viet Nam,34,84,32000,6 giờ trước,False,https://xe.chotot.com/mua-ban-xe-may/130730797
131095514,174566987,FutureX FI 2011,Honda,Xe số,100 - 175cc,2011,Đã sử dụng,23000000000,23000.0,TP Hà Nội,Quận Ba Đình,Hoàng,0,1,65000,6 giờ trước,False,https://xe.chotot.com/mua-ban-xe-may/131095514
131019818,174479165,Honda Winner V3 2023 Đỏ đen,Honda,Xe côn tay,,2023,Đã sử dụng,26500000,26.5,TP Hồ Chí Minh,Quận Tân Phú,Tuanduy,10668,360,10,6 giờ trước,True,https://xe.chotot.com/mua-ban-xe-may/131019818
130710087,174117527,future Fi 2016 xe đẹp máy rin chính chủ bs65,Honda,Xe số,100 - 175cc,2016,Đã sử dụng,14500000,14.5,TP Cần Thơ,Quận Thốt Nốt,Nguyễn Minh ,150,8,16868,6 giờ trước,False,https://xe.chotot.com/mua-ban-xe-may/130710087
129333476,172531886,Honda Vision 110 dky 2020  mới 99%,Honda,Tay ga,100 - 175cc,2020,Đã sử dụng,7200000,7.2,TP Hà Nội,Quận Bắc Từ Liêm,My,0,111,7000,6 giờ trước,False,https://xe.chotot.com/mua-ban-xe-may/129333476
131023540,174483882,Sh 150cc.73003. Dk 2009. Sm 016. Trùm cuối.❤️,Honda,Tay ga,100 - 175cc,2009,Đã sử dụng,68000000,68.0,TP Hồ Chí Minh,Quận 12,LeeteeHung,103,40,26000,6 giờ trước,True,https://xe.chotot.com/mua-ban-xe-may/131023540
131095450,174566898,Winner X siêu mạnh êm lên đồ chơi phuộc cực ngon,Honda,Xe côn tay,,2019,Đã sử dụng,20500000,20.5,TP Hồ Chí Minh,Quận Bình Tân,Shop THOA XE ĐIỆN,5,22,30,6 giờ trước,False,https://xe.chotot.com/mua-ban-xe-may/131095450
130105500,173425713,Honda Future 2022 màu Xanh,Honda,Xe số,100 - 175cc,2022,Đã sử dụng,21500000,21.5,Đồng Nai,Huyện Trảng Bom,u kiều,137,53,35000,6 giờ trước,False,https://xe.chotot.com/mua-ban-xe-may/130105500
